,Imagem,FEX-esperada,FEX-detectada
2302,4009,neutral,sad
2303,4013,neutral,happy
2304,4023,neutral,disgust
2305,4036,neutral,neutral
2306,4059,neutral,angry
2307,4064,neutral,neutral
2308,4079,neutral,angry
2309,4082,neutral,sad
2310,4083,neutral,neutral
2311,4087,neutral,neutral
2312,4113,neutral,neutral
2313,4124,neutral,neutral
2314,4125,neutral,neutral
2315,4135,neutral,neutral
2316,4138,neutral,neutral
2317,4152,neutral,angry
2318,4162,neutral,angry
2319,4186,neutral,neutral
2320,4195,neutral,happy
2321,4200,neutral,surprise
2322,4205,neutral,angry
2323,4208,neutral,neutral
2324,4212,neutral,happy
2325,4224,neutral,neutral
2326,4231,neutral,surprise
2327,4247,neutral,angry
2328,4254,neutral,neutral
2329,4272,neutral,neutral
2330,4276,neutral,neutral
2331,4280,neutral,angry
2332,4286,neutral,neutral
2333,428,neutral,angry
2334,4292,neutral,neutral
2335,4300,neutral,angry
2336,430,neutral,angry
2337,4317,neutral,neutral
2338,4319,neutral,happy
2339,432,neutral,fear
2340,4346,neutral,neutral
2341,4412,neutral,surprise
2342,442,neutral,neutral
2343,4430,neutral,neutral
2344,4434,neutral,neutral
2345,443,neutral,surprise
2346,4458,neutral,surprise
2347,446,neutral,neutral
2348,4471,neutral,neutral
2349,4493,neutral,neutral
2350,4508,neutral,neutral
2351,4511,neutral,neutral
2352,4525,neutral,sad
2353,4530,neutral,neutral
2354,4551,neutral,neutral
2355,4555,neutral,neutral
2356,4560,neutral,neutral
2357,4565,neutral,sad
2358,4573,neutral,neutral
2359,4586,neutral,neutral
2360,4604,neutral,neutral
2361,4605,neutral,neutral
2362,4620,neutral,sad
2363,4628,neutral,neutral
2364,4630,neutral,neutral
2365,4640,neutral,neutral
2366,4656,neutral,neutral
2367,4687,neutral,neutral
2368,4695,neutral,angry
2369,4697,neutral,neutral
2370,4710,neutral,neutral
2371,4718,neutral,neutral
2372,4723,neutral,disgust
2373,4732,neutral,neutral
2374,4748,neutral,angry
2375,4750,neutral,neutral
2376,4758,neutral,sad
2377,475,neutral,neutral
2378,4768,neutral,neutral
2379,4771,neutral,neutral
2380,4773,neutral,sad
2381,4776,neutral,angry
2382,4791,neutral,neutral
2383,4797,neutral,neutral
2384,4804,neutral,neutral
2385,4811,neutral,neutral
2386,4822,neutral,neutral
2387,4828,neutral,neutral
2388,4848,neutral,neutral
2389,4851,neutral,neutral
2390,4862,neutral,neutral
2391,4863,neutral,neutral
2392,4867,neutral,angry
2393,48,neutral,neutral
2394,4919,neutral,neutral
2395,4920,neutral,neutral
2396,4926,neutral,neutral
2397,4934,neutral,neutral
2398,4937,neutral,happy
2399,4953,neutral,surprise
2400,496,neutral,neutral
2401,4984,neutral,happy
2402,4990,neutral,surprise
2403,499,neutral,happy
2404,5008,neutral,angry
2405,5028,neutral,disgust
2406,5034,neutral,neutral
2407,5072,neutral,surprise
2408,5079,neutral,happy
2409,509,neutral,neutral
2410,5104,neutral,neutral
2411,5113,neutral,disgust
2412,5134,neutral,neutral
2413,5137,neutral,neutral
2414,5140,neutral,neutral
2415,5141,neutral,sad
2416,5144,neutral,neutral
2417,5180,neutral,angry
2418,5184,neutral,angry
2419,5192,neutral,happy
2420,5211,neutral,neutral
2421,5217,neutral,neutral
2422,5226,neutral,neutral
2423,522,neutral,neutral
2424,5235,neutral,neutral
2425,5241,neutral,neutral
2426,5247,neutral,surprise
2427,524,neutral,neutral
2428,5263,neutral,neutral
2429,5265,neutral,neutral
2430,5271,neutral,happy
2431,5280,neutral,surprise
2432,528,neutral,angry
2433,5290,neutral,neutral
2434,5298,neutral,neutral
2435,5302,neutral,neutral
2436,5308,neutral,angry
2437,5328,neutral,neutral
2438,5331,neutral,neutral
2439,5339,neutral,neutral
2440,5340,neutral,neutral
2441,5348,neutral,neutral
2442,5352,neutral,neutral
2443,5355,neutral,angry
2444,5366,neutral,fear
2445,5380,neutral,surprise
2446,5388,neutral,neutral
2447,5409,neutral,surprise
2448,5411,neutral,happy
2449,5412,neutral,happy
2450,5431,neutral,neutral
2451,5432,neutral,neutral
2452,5435,neutral,angry
2453,5444,neutral,surprise
2454,5445,neutral,surprise
2455,5450,neutral,sad
2456,5461,neutral,sad
2457,5470,neutral,surprise
2458,5477,neutral,sad
2459,5489,neutral,neutral
2460,558,neutral,neutral
2461,561,neutral,neutral
2462,572,neutral,surprise
2463,583,neutral,neutral
2464,593,neutral,neutral
2465,595,neutral,neutral
2466,632,neutral,neutral
2467,634,neutral,angry
2468,652,neutral,sad
2469,659,neutral,sad
2470,662,neutral,neutral
2471,663,neutral,neutral
2472,669,neutral,neutral
2473,674,neutral,neutral
2474,689,neutral,neutral
2475,696,neutral,happy
2476,709,neutral,angry
2477,710,neutral,neutral
2478,723,neutral,surprise
2479,730,neutral,angry
2480,750,neutral,neutral
2481,751,neutral,angry
2482,764,neutral,neutral
2483,768,neutral,neutral
2484,770,neutral,neutral
2485,772,neutral,angry
2486,77,neutral,neutral
2487,78,neutral,happy
2488,790,neutral,neutral
2489,800,neutral,happy
2490,803,neutral,neutral
2491,867,neutral,surprise
2492,868,neutral,neutral
2493,876,neutral,neutral
2494,906,neutral,neutral
2495,947,neutral,happy
2496,961,neutral,surprise
2497,979,neutral,neutral
2498,981,neutral,neutral
2499,9,neutral,sad
2500,1007,sad,neutral
2501,1010,sad,sad
2502,1016,sad,neutral
2503,1022,sad,neutral
2504,1023,sad,sad
2505,102,sad,sad
2506,1034,sad,neutral
2507,1036,sad,neutral
2508,1038,sad,sad
2509,103,sad,angry
2510,1045,sad,angry
2511,104,sad,neutral
2512,1057,sad,sad
2513,105,sad,sad
2514,1061,sad,neutral
2515,1067,sad,sad
2516,1074,sad,fear
2517,1078,sad,neutral
2518,107,sad,sad
2519,1081,sad,angry
2520,1083,sad,sad
2521,1088,sad,sad
2522,1089,sad,happy
2523,1090,sad,sad
2524,1095,sad,sad
2525,1096,sad,sad
2526,109,sad,neutral
2527,112,sad,sad
2528,1138,sad,angry
2529,1149,sad,sad
2530,1169,sad,sad
2531,118,sad,sad
2532,1206,sad,angry
2533,1208,sad,sad
2534,1214,sad,sad
2535,1245,sad,sad
2536,1261,sad,angry
2537,1293,sad,sad
2538,130,sad,sad
2539,1326,sad,sad
2540,1330,sad,sad
2541,1350,sad,neutral
2542,1380,sad,sad
2543,1400,sad,sad
2544,1409,sad,sad
2545,1411,sad,sad
2546,1412,sad,sad
2547,1421,sad,sad
2548,1429,sad,neutral
2549,1447,sad,angry
2550,1450,sad,fear
2551,1452,sad,sad
2552,1454,sad,surprise
2553,1469,sad,disgust
2554,1480,sad,sad
2555,149,sad,neutral
2556,1502,sad,sad
2557,1518,sad,sad
2558,1523,sad,neutral
2559,1524,sad,surprise
2560,1531,sad,sad
2561,1533,sad,sad
2562,1536,sad,sad
2563,1544,sad,sad
2564,1547,sad,sad
2565,1554,sad,neutral
2566,1590,sad,neutral
2567,1599,sad,angry
2568,1609,sad,sad
2569,1614,sad,sad
2570,1629,sad,neutral
2571,1632,sad,sad
2572,1637,sad,angry
2573,1646,sad,sad
2574,1668,sad,sad
2575,1675,sad,angry
2576,1679,sad,neutral
2577,167,sad,neutral
2578,1685,sad,disgust
2579,1701,sad,sad
2580,1711,sad,sad
2581,1715,sad,disgust
2582,1716,sad,neutral
2583,1718,sad,sad
2584,1727,sad,sad
2585,1728,sad,angry
2586,1739,sad,sad
2587,1751,sad,sad
2588,1764,sad,neutral
2589,1777,sad,disgust
2590,1779,sad,sad
2591,1788,sad,sad
2592,1789,sad,neutral
2593,1793,sad,surprise
2594,179,sad,sad
2595,1844,sad,neutral
2596,1878,sad,sad
2597,1881,sad,neutral
2598,1885,sad,sad
2599,188,sad,angry
2600,1893,sad,sad
2601,1896,sad,sad
2602,1914,sad,angry
2603,1916,sad,angry
2604,1919,sad,neutral
2605,1922,sad,sad
2606,1924,sad,neutral
2607,1931,sad,neutral
2608,1937,sad,sad
2609,195,sad,sad
2610,1965,sad,sad
2611,1972,sad,angry
2612,1976,sad,angry
2613,19,sad,angry
2614,200,sad,sad
2615,2039,sad,sad
2616,2041,sad,sad
2617,2045,sad,sad
2618,2046,sad,sad
2619,2059,sad,neutral
2620,2067,sad,sad
2621,2085,sad,angry
2622,2089,sad,neutral
2623,2094,sad,sad
2624,2097,sad,neutral
2625,2098,sad,disgust
2626,2106,sad,neutral
2627,2122,sad,sad
2628,2132,sad,sad
2629,2136,sad,angry
2630,2171,sad,sad
2631,2185,sad,neutral
2632,219,sad,neutral
2633,2206,sad,angry
2634,220,sad,neutral
2635,2219,sad,surprise
2636,223,sad,neutral
2637,225,sad,sad
2638,2265,sad,angry
2639,2269,sad,surprise
2640,2272,sad,angry
2641,2276,sad,sad
2642,228,sad,sad
2643,2299,sad,angry
2644,2316,sad,angry
2645,232,sad,sad
2646,2330,sad,neutral
2647,2331,sad,disgust
2648,2364,sad,sad
2649,2368,sad,angry
2650,236,sad,sad
2651,2375,sad,sad
2652,2390,sad,sad
2653,2394,sad,sad
2654,2417,sad,sad
2655,2420,sad,sad
2656,2431,sad,angry
2657,2436,sad,sad
2658,2443,sad,disgust
2659,2445,sad,surprise
2660,244,sad,sad
2661,2450,sad,sad
2662,2469,sad,fear
2663,2474,sad,sad
2664,2477,sad,disgust
2665,2479,sad,angry
2666,2486,sad,neutral
2667,24,sad,angry
2668,2525,sad,sad
2669,2527,sad,surprise
2670,2536,sad,sad
2671,2561,sad,neutral
2672,2581,sad,happy
2673,2606,sad,sad
2674,2609,sad,sad
2675,2613,sad,sad
2676,2633,sad,sad
2677,2646,sad,neutral
2678,264,sad,angry
2679,2663,sad,sad
2680,2688,sad,angry
2681,2692,sad,sad
2682,26,sad,neutral
2683,2709,sad,sad
2684,2716,sad,angry
2685,2718,sad,angry
2686,2724,sad,sad
2687,2734,sad,neutral
2688,2747,sad,sad
2689,2763,sad,sad
2690,2767,sad,sad
2691,2774,sad,sad
2692,2788,sad,angry
2693,2794,sad,sad
2694,27,sad,sad
2695,2811,sad,sad
2696,2815,sad,surprise
2697,2819,sad,sad
2698,2827,sad,sad
2699,2836,sad,angry
2700,2839,sad,sad
2701,2840,sad,sad
2702,2851,sad,disgust
2703,2865,sad,sad
2704,2871,sad,sad
2705,2881,sad,sad
2706,2905,sad,fear
2707,2906,sad,neutral
2708,2918,sad,angry
2709,2942,sad,happy
2710,2944,sad,sad
2711,2946,sad,disgust
2712,2951,sad,sad
2713,2957,sad,sad
2714,2967,sad,sad
2715,2968,sad,sad
2716,2975,sad,sad
2717,2980,sad,sad
2718,3010,sad,happy
2719,3034,sad,sad
2720,3042,sad,neutral
2721,3067,sad,angry
2722,3072,sad,sad
2723,3075,sad,neutral
2724,3080,sad,angry
2725,3095,sad,sad
2726,3099,sad,neutral
2727,313,sad,sad
2728,3155,sad,sad
2729,3158,sad,angry
2730,3166,sad,sad
2731,3174,sad,sad
2732,3175,sad,sad
2733,3182,sad,sad
2734,3195,sad,sad
2735,319,sad,sad
2736,3200,sad,sad
2737,3202,sad,sad
2738,3222,sad,sad
2739,3223,sad,sad
2740,322,sad,angry
2741,3233,sad,sad
2742,3247,sad,neutral
2743,3249,sad,sad
2744,3256,sad,neutral
2745,3257,sad,neutral
2746,3264,sad,sad
2747,327,sad,happy
2748,3288,sad,angry
2749,3309,sad,neutral
2750,3312,sad,angry
2751,3316,sad,sad
2752,3321,sad,angry
2753,3326,sad,angry
2754,333,sad,neutral
2755,3361,sad,sad
2756,3365,sad,sad
2757,3388,sad,sad
2758,3411,sad,angry
2759,3423,sad,angry
2760,3438,sad,disgust
2761,3439,sad,sad
2762,3453,sad,neutral
2763,3468,sad,sad
2764,3469,sad,neutral
2765,3477,sad,angry
2766,3494,sad,sad
2767,3518,sad,sad
2768,3519,sad,sad
2769,3524,sad,neutral
2770,3581,sad,surprise
2771,3586,sad,sad
2772,358,sad,sad
2773,3643,sad,surprise
2774,3661,sad,neutral
2775,3681,sad,neutral
2776,3685,sad,sad
2777,3689,sad,disgust
2778,3690,sad,sad
2779,3696,sad,sad
2780,3716,sad,sad
2781,3723,sad,neutral
2782,3764,sad,disgust
2783,3777,sad,neutral
2784,3779,sad,neutral
2785,3795,sad,disgust
2786,379,sad,sad
2787,37,sad,sad
2788,3817,sad,sad
2789,3853,sad,disgust
2790,3872,sad,sad
2791,3889,sad,neutral
2792,3908,sad,sad
2793,390,sad,sad
2794,3932,sad,neutral
2795,3935,sad,sad
2796,3938,sad,sad
2797,3943,sad,neutral
2798,3946,sad,sad
2799,3948,sad,sad
2800,3952,sad,sad
2801,3967,sad,angry
2802,3968,sad,sad
2803,3975,sad,neutral
2804,3982,sad,angry
2805,4004,sad,sad
2806,4019,sad,angry
2807,4027,sad,sad
2808,402,sad,neutral
2809,4031,sad,sad
2810,4044,sad,sad
2811,4046,sad,sad
2812,4048,sad,happy
2813,4061,sad,angry
2814,4066,sad,angry
2815,4070,sad,sad
2816,4091,sad,sad
2817,4098,sad,surprise
2818,4107,sad,sad
2819,4110,sad,sad
2820,4130,sad,surprise
2821,413,sad,neutral
2822,4145,sad,sad
2823,414,sad,neutral
2824,4165,sad,sad
2825,416,sad,sad
2826,4174,sad,sad
2827,4193,sad,angry
2828,4198,sad,neutral
2829,4223,sad,sad
2830,422,sad,sad
2831,4245,sad,sad
2832,4265,sad,angry
2833,4267,sad,sad
2834,427,sad,sad
2835,42,sad,sad
2836,4308,sad,neutral
2837,4312,sad,happy
2838,4322,sad,sad
2839,4330,sad,disgust
2840,433,sad,sad
2841,4343,sad,fear
2842,4345,sad,happy
2843,435,sad,neutral
2844,4370,sad,neutral
2845,4385,sad,sad
2846,4406,sad,neutral
2847,4407,sad,sad
2848,4414,sad,angry
2849,4419,sad,angry
2850,445,sad,sad
2851,4466,sad,angry
2852,4468,sad,sad
2853,4474,sad,sad
2854,4480,sad,sad
2855,4491,sad,sad
2856,4503,sad,surprise
2857,4520,sad,angry
2858,4524,sad,sad
2859,452,sad,angry
2860,4545,sad,sad
2861,4566,sad,sad
2862,4571,sad,neutral
2863,4578,sad,neutral
2864,4583,sad,disgust
2865,4594,sad,neutral
2866,4606,sad,neutral
2867,4622,sad,sad
2868,4624,sad,sad
2869,4629,sad,angry
2870,4653,sad,sad
2871,4660,sad,sad
2872,4666,sad,sad
2873,4667,sad,sad
2874,4684,sad,sad
2875,4686,sad,sad
2876,4701,sad,neutral
2877,4702,sad,neutral
2878,4705,sad,neutral
2879,4715,sad,sad
2880,4717,sad,sad
2881,4721,sad,happy
2882,4731,sad,angry
2883,4733,sad,angry
2884,4752,sad,disgust
2885,4763,sad,sad
2886,4765,sad,sad
2887,4774,sad,neutral
2888,4777,sad,angry
2889,4778,sad,sad
2890,4795,sad,neutral
2891,4798,sad,angry
2892,4803,sad,neutral
2893,4819,sad,sad
2894,4834,sad,sad
2895,4847,sad,sad
2896,4861,sad,neutral
2897,4868,sad,happy
2898,4870,sad,sad
2899,4887,sad,sad
2900,4905,sad,disgust
2901,4908,sad,neutral
2902,4941,sad,sad
2903,4954,sad,fear
2904,4961,sad,sad
2905,4970,sad,happy
2906,4971,sad,sad
2907,49,sad,neutral
2908,4,sad,sad
2909,5007,sad,sad
2910,5015,sad,angry
2911,5036,sad,sad
2912,5045,sad,sad
2913,5062,sad,sad
2914,5064,sad,neutral
2915,5066,sad,neutral
2916,5075,sad,sad
2917,507,sad,sad
2918,5087,sad,sad
2919,5094,sad,sad
2920,50,sad,sad
2921,5127,sad,neutral
2922,5131,sad,sad
2923,515,sad,neutral
2924,5167,sad,sad
2925,5178,sad,sad
2926,5188,sad,sad
2927,5206,sad,sad
2928,5207,sad,sad
2929,520,sad,fear
2930,5222,sad,angry
2931,5223,sad,sad
2932,5233,sad,neutral
2933,5236,sad,sad
2934,5246,sad,sad
2935,5257,sad,sad
2936,5261,sad,sad
2937,5262,sad,sad
2938,5269,sad,neutral
2939,5272,sad,happy
2940,5276,sad,sad
2941,5277,sad,angry
2942,5301,sad,sad
2943,5312,sad,sad
2944,5322,sad,sad
2945,5324,sad,surprise
2946,5334,sad,sad
2947,5358,sad,sad
2948,5375,sad,sad
2949,5379,sad,sad
2950,5396,sad,sad
2951,5410,sad,sad
2952,5417,sad,sad
2953,5418,sad,neutral
2954,5422,sad,sad
2955,545,sad,neutral
2956,5460,sad,sad
2957,547,sad,angry
2958,5481,sad,sad
2959,548,sad,sad
2960,5495,sad,angry
2961,551,sad,sad
2962,556,sad,fear
2963,567,sad,neutral
2964,575,sad,sad
2965,586,sad,sad
2966,590,sad,angry
2967,602,sad,neutral
2968,610,sad,sad
2969,615,sad,sad
2970,623,sad,sad
2971,641,sad,sad
2972,668,sad,neutral
2973,694,sad,sad
2974,698,sad,neutral
2975,711,sad,sad
2976,731,sad,sad
2977,734,sad,neutral
2978,777,sad,sad
2979,788,sad,neutral
2980,809,sad,sad
2981,824,sad,sad
2982,833,sad,sad
2983,834,sad,sad
2984,836,sad,sad
2985,841,sad,happy
2986,853,sad,angry
2987,855,sad,neutral
2988,862,sad,neutral
2989,871,sad,disgust
2990,883,sad,sad
2991,908,sad,sad
2992,917,sad,surprise
2993,91,sad,neutral
2994,922,sad,sad
2995,928,sad,sad
2996,957,sad,sad
2997,970,sad,sad
2998,973,sad,sad
2999,978,sad,sad
3000,1009,surprise,sad
3001,100,surprise,surprise
3002,1024,surprise,happy
3003,1028,surprise,surprise
3004,1040,surprise,neutral
3005,1053,surprise,surprise
3006,1077,surprise,surprise
3007,1124,surprise,surprise
3008,1127,surprise,surprise
3009,1148,surprise,surprise
3010,1167,surprise,surprise
3011,1173,surprise,surprise
3012,1178,surprise,surprise
3013,1179,surprise,surprise
3014,1184,surprise,happy
3015,1229,surprise,surprise
3016,123,surprise,surprise
3017,1243,surprise,surprise
3018,1265,surprise,surprise
3019,1275,surprise,neutral
3020,1279,surprise,neutral
3021,1280,surprise,surprise
3022,1285,surprise,surprise
3023,1286,surprise,surprise
3024,1323,surprise,happy
3025,1334,surprise,neutral
3026,1356,surprise,neutral
3027,1359,surprise,disgust
3028,1361,surprise,surprise
3029,1365,surprise,surprise
3030,1383,surprise,surprise
3031,1390,surprise,surprise
3032,1398,surprise,fear
3033,139,surprise,surprise
3034,1406,surprise,happy
3035,1423,surprise,fear
3036,1428,surprise,happy
3037,1431,surprise,surprise
3038,1441,surprise,neutral
3039,1466,surprise,fear
3040,1510,surprise,surprise
3041,1512,surprise,angry
3042,1530,surprise,surprise
3043,153,surprise,neutral
3044,1540,surprise,surprise
3045,1542,surprise,fear
3046,1553,surprise,surprise
3047,1565,surprise,fear
3048,1596,surprise,surprise
3049,1601,surprise,surprise
3050,1613,surprise,surprise
3051,1636,surprise,surprise
3052,1645,surprise,surprise
3053,1652,surprise,surprise
3054,1667,surprise,surprise
3055,1674,surprise,surprise
3056,1695,surprise,surprise
3057,1696,surprise,surprise
3058,1709,surprise,fear
3059,1712,surprise,surprise
3060,1730,surprise,fear
3061,1731,surprise,surprise
3062,1745,surprise,surprise
3063,1765,surprise,angry
3064,1767,surprise,happy
3065,1774,surprise,fear
3066,1790,surprise,fear
3067,1791,surprise,surprise
3068,1806,surprise,happy
3069,1827,surprise,surprise
3070,1838,surprise,surprise
3071,1839,surprise,neutral
3072,1850,surprise,surprise
3073,1859,surprise,surprise
3074,1862,surprise,surprise
3075,1865,surprise,surprise
3076,1874,surprise,surprise
3077,1902,surprise,neutral
3078,1907,surprise,surprise
3079,1912,surprise,fear
3080,1920,surprise,neutral
3081,1940,surprise,neutral
3082,1944,surprise,angry
3083,194,surprise,fear
3084,1953,surprise,surprise
3085,1963,surprise,neutral
3086,1967,surprise,neutral
3087,1971,surprise,surprise
3088,1982,surprise,happy
3089,1998,surprise,surprise
3090,1999,surprise,happy
3091,2010,surprise,neutral
3092,2011,surprise,surprise
3093,2012,surprise,surprise
3094,2013,surprise,happy
3095,2026,surprise,surprise
3096,2028,surprise,surprise
3097,203,surprise,surprise
3098,2056,surprise,happy
3099,2066,surprise,neutral
3100,2078,surprise,surprise
3101,2086,surprise,neutral
3102,2095,surprise,surprise
3103,2099,surprise,sad
3104,2103,surprise,neutral
3105,2117,surprise,angry
3106,2119,surprise,surprise
3107,2127,surprise,surprise
3108,2140,surprise,surprise
3109,2142,surprise,neutral
3110,2152,surprise,surprise
3111,2154,surprise,happy
3112,2157,surprise,surprise
3113,2161,surprise,surprise
3114,2184,surprise,surprise
3115,2189,surprise,happy
3116,2196,surprise,surprise
3117,2207,surprise,neutral
3118,2218,surprise,surprise
3119,221,surprise,neutral
3120,2236,surprise,surprise
3121,2259,surprise,neutral
3122,226,surprise,neutral
3123,2270,surprise,neutral
3124,2287,surprise,neutral
3125,2290,surprise,surprise
3126,2298,surprise,surprise
3127,2301,surprise,surprise
3128,2317,surprise,surprise
3129,2332,surprise,sad
3130,2333,surprise,surprise
3131,233,surprise,surprise
3132,2352,surprise,surprise
3133,2357,surprise,surprise
3134,2378,surprise,surprise
3135,2385,surprise,surprise
3136,2388,surprise,surprise
3137,2393,surprise,surprise
3138,2405,surprise,surprise
3139,2410,surprise,angry
3140,2418,surprise,surprise
3141,2448,surprise,surprise
3142,2449,surprise,surprise
3143,2460,surprise,fear
3144,2466,surprise,surprise
3145,2472,surprise,surprise
3146,2505,surprise,happy
3147,2506,surprise,surprise
3148,2523,surprise,surprise
3149,2539,surprise,neutral
3150,2544,surprise,surprise
3151,2547,surprise,surprise
3152,2556,surprise,surprise
3153,2558,surprise,angry
3154,2572,surprise,angry
3155,2575,surprise,neutral
3156,2579,surprise,fear
3157,257,surprise,neutral
3158,258,surprise,neutral
3159,2596,surprise,neutral
3160,2599,surprise,fear
3161,2604,surprise,neutral
3162,2611,surprise,surprise
3163,2637,surprise,surprise
3164,2640,surprise,neutral
3165,2651,surprise,fear
3166,2657,surprise,disgust
3167,2666,surprise,surprise
3168,2674,surprise,surprise
3169,2694,surprise,sad
3170,269,surprise,surprise
3171,2711,surprise,disgust
3172,2712,surprise,surprise
3173,2717,surprise,disgust
3174,2720,surprise,fear
3175,2723,surprise,surprise
3176,272,surprise,fear
3177,2745,surprise,fear
3178,277,surprise,surprise
3179,2784,surprise,neutral
3180,2848,surprise,surprise
3181,2853,surprise,fear
3182,2870,surprise,happy
3183,2879,surprise,happy
3184,2887,surprise,surprise
3185,2907,surprise,angry
3186,290,surprise,sad
3187,291,surprise,surprise
3188,2936,surprise,surprise
3189,2938,surprise,surprise
3190,2945,surprise,neutral
3191,2949,surprise,surprise
3192,2978,surprise,fear
3193,2983,surprise,surprise
3194,2984,surprise,happy
3195,2994,surprise,surprise
3196,3014,surprise,neutral
3197,3019,surprise,surprise
3198,3023,surprise,surprise
3199,3043,surprise,surprise
3200,3045,surprise,fear
3201,3073,surprise,neutral
3202,3085,surprise,surprise
3203,3088,surprise,surprise
3204,3097,surprise,surprise
3205,30,surprise,surprise
3206,3118,surprise,surprise
3207,311,surprise,sad
3208,3120,surprise,neutral
3209,3128,surprise,surprise
3210,3154,surprise,surprise
3211,3163,surprise,surprise
3212,3167,surprise,happy
3213,3179,surprise,neutral
3214,3188,surprise,angry
3215,3201,surprise,surprise
3216,3225,surprise,surprise
3217,3226,surprise,happy
3218,3236,surprise,fear
3219,3240,surprise,surprise
3220,3251,surprise,surprise
3221,3253,surprise,happy
3222,3267,surprise,surprise
3223,3281,surprise,surprise
3224,3285,surprise,surprise
3225,3291,surprise,surprise
3226,329,surprise,neutral
3227,3315,surprise,surprise
3228,3327,surprise,neutral
3229,3328,surprise,surprise
3230,3329,surprise,surprise
3231,3331,surprise,neutral
3232,3375,surprise,surprise
3233,3377,surprise,surprise
3234,3385,surprise,surprise
3235,3420,surprise,surprise
3236,3422,surprise,happy
3237,3445,surprise,surprise
3238,3457,surprise,surprise
3239,3464,surprise,surprise
3240,3467,surprise,happy
3241,3470,surprise,sad
3242,3474,surprise,surprise
3243,3486,surprise,surprise
3244,3525,surprise,sad
3245,3528,surprise,surprise
3246,3545,surprise,surprise
3247,3553,surprise,surprise
3248,3554,surprise,surprise
3249,3556,surprise,surprise
3250,3564,surprise,surprise
3251,3573,surprise,surprise
3252,3588,surprise,fear
3253,3595,surprise,surprise
3254,3602,surprise,surprise
3255,3606,surprise,surprise
3256,3631,surprise,surprise
3257,3632,surprise,surprise
3258,3645,surprise,angry
3259,3662,surprise,surprise
3260,3691,surprise,fear
3261,3692,surprise,surprise
3262,3693,surprise,surprise
3263,36,surprise,surprise
3264,3706,surprise,neutral
3265,3714,surprise,surprise
3266,3717,surprise,neutral
3267,3721,surprise,surprise
3268,3745,surprise,happy
3269,3747,surprise,surprise
3270,3749,surprise,neutral
3271,3773,surprise,neutral
3272,3774,surprise,surprise
3273,3783,surprise,angry
3274,3786,surprise,neutral
3275,378,surprise,surprise
3276,3802,surprise,surprise
3277,3803,surprise,angry
3278,3806,surprise,neutral
3279,3808,surprise,sad
3280,3834,surprise,surprise
3281,3838,surprise,surprise
3282,3840,surprise,happy
3283,3842,surprise,surprise
3284,3843,surprise,happy
3285,3844,surprise,surprise
3286,3855,surprise,neutral
3287,3870,surprise,happy
3288,3876,surprise,disgust
3289,3878,surprise,surprise
3290,3893,surprise,surprise
3291,3897,surprise,surprise
3292,3898,surprise,angry
3293,3916,surprise,surprise
3294,391,surprise,sad
3295,3960,surprise,surprise
3296,3961,surprise,surprise
3297,3972,surprise,surprise
3298,3976,surprise,fear
3299,397,surprise,surprise
3300,3981,surprise,surprise
3301,3984,surprise,sad
3302,3985,surprise,surprise
3303,401,surprise,surprise
3304,4025,surprise,surprise
3305,4037,surprise,happy
3306,4092,surprise,neutral
3307,4102,surprise,surprise
3308,4104,surprise,neutral
3309,4131,surprise,fear
3310,4146,surprise,disgust
3311,4149,surprise,angry
3312,4160,surprise,neutral
3313,4167,surprise,sad
3314,4169,surprise,surprise
3315,4183,surprise,happy
3316,418,surprise,fear
3317,4196,surprise,surprise
3318,4202,surprise,surprise
3319,4215,surprise,surprise
3320,4216,surprise,surprise
3321,4238,surprise,neutral
3322,4248,surprise,surprise
3323,4258,surprise,surprise
3324,4271,surprise,sad
3325,4299,surprise,sad
3326,4310,surprise,neutral
3327,431,surprise,surprise
3328,4341,surprise,surprise
3329,4350,surprise,surprise
3330,4355,surprise,angry
3331,4360,surprise,surprise
3332,4364,surprise,surprise
3333,4375,surprise,surprise
3334,4376,surprise,surprise
3335,4379,surprise,surprise
3336,437,surprise,sad
3337,4382,surprise,fear
3338,4384,surprise,surprise
3339,4438,surprise,neutral
3340,4439,surprise,surprise
3341,444,surprise,angry
3342,4463,surprise,neutral
3343,4464,surprise,surprise
3344,448,surprise,surprise
3345,4490,surprise,surprise
3346,4497,surprise,neutral
3347,4500,surprise,surprise
3348,4518,surprise,surprise
3349,4519,surprise,fear
3350,4526,surprise,surprise
3351,4531,surprise,angry
3352,4533,surprise,surprise
3353,454,surprise,sad
3354,4554,surprise,surprise
3355,4568,surprise,surprise
3356,4576,surprise,surprise
3357,4585,surprise,surprise
3358,4591,surprise,surprise
3359,4599,surprise,neutral
3360,45,surprise,surprise
3361,4612,surprise,angry
3362,4616,surprise,fear
3363,4621,surprise,happy
3364,462,surprise,sad
3365,4634,surprise,happy
3366,4636,surprise,neutral
3367,4682,surprise,surprise
3368,4689,surprise,neutral
3369,4690,surprise,surprise
3370,4693,surprise,surprise
3371,4696,surprise,surprise
3372,4698,surprise,fear
3373,4714,surprise,neutral
3374,473,surprise,neutral
3375,4743,surprise,surprise
3376,4751,surprise,surprise
3377,4756,surprise,fear
3378,4759,surprise,fear
3379,4766,surprise,surprise
3380,476,surprise,surprise
3381,4770,surprise,surprise
3382,4780,surprise,surprise
3383,4787,surprise,surprise
3384,4810,surprise,surprise
3385,4821,surprise,surprise
